country,date,value
ETH,1990,94.1
ETH,1991,95.87
ETH,1992,98.4
ETH,1993,93.88
ETH,1994,96.28
ETH,1995,98.44
ETH,1996,102.16
ETH,1997,107.08
ETH,1998,113.73
ETH,1999,115.5
ETH,2000,112.72
ETH,2001,119.19
ETH,2002,128.94
ETH,2003,127.6
ETH,2004,129.96
ETH,2005,133.69
ETH,2006,138.98
ETH,2007,149.46
ETH,2008,154.15
ETH,2009,158.63
ETH,2010,163.85
ETH,2011,166.05
ETH,2012,173.67
ETH,2013,180.17
ETH,2014,188.21
ETH,2015,193.58
ETH,2016,199.92
ETH,2017,203.35
ETH,2018,204.67
PER,1990,103.85
PER,1991,102.62
PER,1992,103.48
PER,1993,104.65
PER,1994,107.18
PER,1995,111.96
PER,1996,115.54
PER,1997,116.84
PER,1998,117.11
PER,1999,121.44
PER,2000,122.09
PER,2001,125.32
PER,2002,127.36
PER,2003,127.3
PER,2004,131.65
PER,2005,133.19
PER,2006,132.8
PER,2007,136.81
PER,2008,141.47
PER,2009,145.59
PER,2010,149.77
PER,2011,177.04
PER,2012,177.42
PER,2013,178.81
PER,2014,182.2
PER,2015,183.85
PER,2016,187.96
PER,2017,185.87
PER,2018,186.18
NLD,1990,205.44
NLD,1991,210.79
NLD,1992,210.18
NLD,1993,215.69
NLD,1994,215.43
NLD,1995,220.82
NLD,1996,231.75
NLD,1997,222.95
NLD,1998,223.08
NLD,1999,210.62
NLD,2000,208.55
NLD,2001,209.35
NLD,2002,208.85
NLD,2003,208.78
NLD,2004,210.34
NLD,2005,204.7
NLD,2006,200.03
NLD,2007,199.91
NLD,2008,197.69
NLD,2009,192.44
NLD,2010,203.24
NLD,2011,190.26
NLD,2012,188.48
NLD,2013,188.06
NLD,2014,180.75
NLD,2015,189.7
NLD,2016,189.52
NLD,2017,185.91
NLD,2018,179.99
TZA,1990,102.75
TZA,1991,103
TZA,1992,103
TZA,1993,103
TZA,1994,104
TZA,1995,108
TZA,1996,101
TZA,1997,101
TZA,1998,105
TZA,1999,104.74
TZA,2000,102.02
TZA,2001,107.46
TZA,2002,113.58
TZA,2003,122.55
TZA,2004,122.48
TZA,2005,128.97
